WGATAR_position,WGATAR_chr,WGATAR_id,WGATAR_start,WGATAR_end,WGATAR_to_GATA1_peak_summit,Number_editable_bases,background_genes_counts_on_TAD,WGATAG_to_nearest_gene_distance,dis_motif2motif,RAD21,GATA1,TAL1,LDB1,CTCF,MED1,ATAC,BRD4,NIPBL,GATA2,effect_value,PHRED,phylop,chromatin_state,delta_occupancy,delta_atac,scores_evo2,GC_content
chr1:41469697-41469703,chr1,WGATAR_57,41469697,41469703,162,1,17,-10560,163,44.25,112.5,31.25,42.25,223.5,9.75,19.24,25.25,25.75,13.25,0.618678102,5.617111111111111,0.0,28,1.8590047,0.5535898,-3.5685882568359375,0.55
chr10:13134032-13134038,chr10,WGATAR_297,13134032,13134038,5,3,19,-7412,27,9.75,229.0,40.5,85.75,5.25,9.0,8.32,25.25,11.75,20.0,0.407712375,2.6403846153846158,0.0,16,1.4538786,1.0869317,0.621307373046875,0.35
chr10:13134065-13134071,chr10,WGATAR_296,13134065,13134071,38,1,19,-7379,27,9.75,229.0,40.5,85.75,5.25,9.0,9.88,25.25,11.75,20.0,0.781927009,4.1006190476190465,0.387833,16,0.7508031,1.4441113,1.0,0.55
chr10:13148489-13148495,chr10,WGATAR_298,13148489,13148495,345,3,19,-1697,334,2.75,11.75,4.75,3.0,3.25,2.0,1.04,1.75,3.25,1.25,0.225397684,2.7070833333333333,0.0,16,0.2957672,0.048921585,-0.896484375,0.25
chr10:13148829-13148835,chr10,WGATAR_300,13148829,13148835,5,1,19,-2037,0,3.75,37.0,6.0,12.75,4.5,3.25,2.08,5.5,4.5,3.5,0.356248583,3.2878000000000003,0.0,16,1.1400908,0.9944141,-0.3170166015625,0.45
chr10:13148835-13148841,chr10,WGATAR_299,13148835,13148841,1,2,19,-2043,0,3.75,37.0,6.0,12.75,4.5,3.25,2.08,5.5,4.5,3.5,0.564088683,4.047052631578947,-0.4705,16,-0.07682371,0.07854509,0.9945220947265625,0.4
chr10:13158798-13158804,chr10,WGATAR_302,13158798,13158804,44,2,19,-12006,44,2.5,15.75,2.25,4.5,1.5,3.25,2.08,3.0,2.5,2.25,0.785114855,2.6340833333333333,-0.5955,0,0.52464104,0.3594606,-0.8186798095703125,0.5
chr10:13158848-13158854,chr10,WGATAR_301,13158848,13158854,6,1,19,-12056,44,2.5,18.25,2.25,5.75,1.5,2.25,1.04,3.25,2.25,2.25,0.620550611,3.4143157894736844,0.0,16,1.6516863,1.0233507,0.224029541015625,0.45
chr10:13207362-13207368,chr10,WGATAR_306,13207362,13207368,6,3,19,-5586,35,2.75,49.0,6.25,3.25,1.0,2.0,1.04,12.75,8.75,8.0,0.287232311,2.1965238095238093,0.0,1,0.9547595,0.2729993,-4.1956787109375,0.4
chr10:13207403-13207409,chr10,WGATAR_305,13207403,13207409,47,2,19,-5627,35,2.5,51.5,6.25,4.75,1.0,2.5,1.04,11.5,11.0,9.0,0.349480482,3.1689411764705886,0.0,1,0.067322016,0.087228775,-2.5744781494140625,0.4
chr10:13207483-13207489,chr10,WGATAR_304,13207483,13207489,127,2,19,-5707,56,2.5,37.25,5.25,5.0,1.25,3.5,1.04,6.25,9.25,6.25,0.401926007,4.982846153846155,0.0,1,0.40746343,0.054113388,-0.7761383056640625,0.3
chr10:13207545-13207551,chr10,WGATAR_303,13207545,13207551,189,3,19,-5769,56,3.0,26.75,5.0,4.5,1.0,3.5,0.52,5.25,6.0,4.0,0.596733878,4.062375,0.0,1,0.062420666,0.0053424835,-2.36767578125,0.4
chr10:13573744-13573750,chr10,WGATAR_307,13573744,13573750,117,3,19,-2771,366193,3.0,12.0,0.75,0.0,1.0,1.5,0.0,0.25,0.75,1.5,0.777617989,2.3765714285714283,-0.364833,3,0.04829049,0.08920598,-3.321563720703125,0.5
chr10:43264492-43264498,chr10,WGATAR_309,43264492,43264498,13,4,3,-13746,71,2.5,70.5,12.0,30.75,1.25,2.25,1.56,11.25,7.25,6.5,1.211138072,6.247611111111111,0.0496667,16,1.1368265,0.6286881,-15.08917236328125,0.55
chr10:43264569-43264575,chr10,WGATAR_308,43264569,43264575,90,2,3,-13669,71,3.25,68.5,10.5,30.0,1.5,1.5,1.56,11.25,8.25,4.75,0.483705679,3.61175,0.0,16,0.99073863,0.255167,-21.533599853515625,0.35
chr10:43278861-43278867,chr10,WGATAR_311,43278861,43278867,107,1,3,-29117,24,6.25,27.0,11.0,4.75,6.0,7.75,3.12,5.5,3.75,3.5,0.07909818,7.049714285714286,0.0,17,0.47211838,0.27607346,-0.8463897705078125,0.45
chr10:43278891-43278897,chr10,WGATAR_310,43278891,43278897,137,2,3,-29147,24,6.25,30.0,10.5,5.25,4.75,8.5,2.08,6.25,3.75,2.75,0.45986466,6.168666666666666,0.0595,17,0.9656613,0.26337504,-3.0366897583007812,0.35
chr10:79615678-79615684,chr10,WGATAR_524,79615678,79615684,10,1,10,-10950,5651,1.25,10.5,1.75,3.5,2.25,1.0,0.52,1.0,1.0,1.25,0.508508063,7.46864705882353,0.255167,1,1.5105164,0.5916424,-0.36222076416015625,0.45
chr10:79621335-79621341,chr10,WGATAR_525,79621335,79621341,65,3,10,-5293,5651,6.5,25.75,11.5,12.75,4.75,6.25,9.36,7.25,5.0,6.75,0.370717843,5.454722222222222,-0.5095,24,2.2397926,0.97450495,-0.41461181640625,0.4
chr10:79629937-79629943,chr10,WGATAR_526,79629937,79629943,15,1,10,-88304,8596,0.75,32.75,4.5,1.25,2.5,1.5,1.04,1.0,5.25,3.75,0.641855804,5.688083333333332,-0.286833,7,1.592136,0.54884005,-0.6136474609375,0.55
chr10:79647202-79647208,chr10,WGATAR_527,79647202,79647208,233,1,10,-105569,244,1.5,14.25,3.75,1.25,2.25,2.25,0.52,2.25,3.75,2.75,0.94312147,3.8520769230769227,-0.357167,1,0.027126014,0.0074477196,-3.1149673461914062,0.5
chr10:79647452-79647458,chr10,WGATAR_528,79647452,79647458,17,2,10,-105819,244,3.5,40.5,6.75,3.0,3.5,3.5,3.64,2.25,2.75,6.5,0.524964439,18.97939393939394,0.0,13,1.0080278,0.42215204,-0.435394287109375,0.55
chr10:79659626-79659632,chr10,WGATAR_531,79659626,79659632,44,3,10,-27499,59,4.75,43.25,9.25,6.25,4.5,7.5,5.2,4.0,3.25,8.5,0.858777351,2.8878823529411766,-0.576167,16,0.94641495,0.890069,5.15191650390625,0.45
chr10:79659691-79659697,chr10,WGATAR_530,79659691,79659697,21,3,10,-27434,59,5.0,47.0,9.25,6.75,3.75,7.5,5.72,4.75,3.25,9.0,0.172488448,3.10825,0.0,16,0.45373797,0.7340441,-1.2775535583496094,0.25
chr10:79659773-79659779,chr10,WGATAR_529,79659773,79659779,103,4,10,-27352,76,4.25,28.25,5.75,6.0,3.5,4.5,5.2,3.75,3.5,7.25,0.212610599,5.314714285714286,0.0,16,0.603101,0.30436277,-0.8218994140625,0.25
chr10:79668886-79668892,chr10,WGATAR_534,79668886,79668892,13,2,10,-18239,2,7.75,42.0,8.25,2.25,2.5,3.5,1.04,4.5,4.0,7.25,0.244661329,3.4585,0.0,10,0.34294677,0.092867374,0.77471923828125,0.55
chr10:79668894-79668900,chr10,WGATAR_533,79668894,79668900,21,2,10,-18231,2,7.75,42.0,8.25,2.25,2.5,3.5,1.04,4.5,4.0,7.25,0.35037786,5.542055555555556,0.0,10,0.72262263,0.6266694,-0.1421966552734375,0.35
chr10:79668938-79668944,chr10,WGATAR_532,79668938,79668944,65,1,10,-18187,38,7.5,40.75,7.25,2.25,2.5,3.75,0.52,3.75,3.25,7.0,0.53463074,8.323260869565216,-0.1385,10,1.1749501,0.47133303,0.04351806640625,0.5
chr10:79803464-79803470,chr10,WGATAR_539,79803464,79803470,18,1,10,-14192,15,5.75,43.25,19.75,25.25,13.0,11.25,17.16,37.25,20.25,8.75,0.542778112,3.7022500000000007,0.0,20,0.51245546,0.57200813,0.1373291015625,0.45
chr10:79803485-79803491,chr10,WGATAR_538,79803485,79803491,39,2,10,-14213,15,5.5,46.75,21.75,22.75,10.5,12.0,18.2,35.0,22.5,8.5,0.690274606,3.6056153846153842,0.0,20,0.0035104752,0.27968407,2.22747802734375,0.4
chr10:79803567-79803573,chr10,WGATAR_537,79803567,79803573,121,2,10,-14295,37,4.75,43.75,20.75,19.75,7.75,11.0,21.32,30.25,21.25,7.75,0.637962884,4.422,0.0,16,0.2442556,0.21663237,-1.71099853515625,0.4
chr10:79803610-79803616,chr10,WGATAR_536,79803610,79803616,164,2,10,-14338,37,4.0,37.0,19.0,14.25,6.0,11.0,19.24,24.0,21.25,6.75,0.169683433,7.15292857142857,0.0,16,0.21938145,0.12057257,-1.56787109375,0.4
chr10:79803742-79803748,chr10,WGATAR_535,79803742,79803748,296,2,10,-14470,126,4.25,17.5,12.0,6.0,6.75,7.0,4.16,12.25,15.75,6.25,0.775897829,4.064742857142858,-0.145,16,0.47178066,0.043528795,-2.926006317138672,0.4
chr10:95256583-95256589,chr10,WGATAR_541,95256583,95256589,14,4,3,-14493,110,4.0,33.5,7.75,2.75,11.75,3.75,5.2,20.0,15.0,3.5,1.409941944,7.144583333333332,-1.46767,15,0.7309971,0.40023017,-0.9171142578125,0.45
chr10:95256699-95256705,chr10,WGATAR_540,95256699,95256705,130,2,3,-14609,110,3.5,22.5,9.5,4.75,11.25,3.75,0.52,13.5,12.25,3.0,1.131413982,12.22186956521739,0.0,15,0.707077,0.6786387,-0.19487380981445312,0.4
chr10:95258172-95258178,chr10,WGATAR_543,95258172,95258178,46,2,3,-16082,134,4.25,14.0,8.25,8.0,2.5,2.75,0.0,7.5,6.25,4.0,1.035437318,5.915500000000001,0.0,4,2.024323,0.83987427,-0.408477783203125,0.4
chr10:95258312-95258318,chr10,WGATAR_542,95258312,95258318,186,2,3,-16222,134,5.5,9.75,7.75,5.25,2.25,3.0,0.0,6.75,5.75,2.75,0.356575779,10.956545454545456,0.0,4,0.0147717595,-0.0005209446,-0.115325927734375,0.4
chr11:31431198-31431204,chr11,WGATAR_545,31431198,31431204,199,3,24,-39842,190,4.75,13.75,4.75,1.25,2.25,4.75,0.0,1.0,4.0,1.0,0.12949733,5.717,0.0,1,-0.0025061965,-0.011457205,0.2872314453125,0.35
chr11:31431394-31431400,chr11,WGATAR_544,31431394,31431400,3,4,24,-40038,190,5.0,27.25,5.75,1.5,2.75,4.0,0.0,1.75,2.5,2.25,0.24858236,3.2489166666666667,0.0,4,0.64651203,0.03350973,0.41912841796875,0.25
chr11:31440410-31440416,chr11,WGATAR_548,31440410,31440416,497,2,24,-49054,16,1.5,8.5,2.75,1.5,0.25,5.25,0.52,1.5,3.0,1.75,0.3171713,3.163615384615384,0.0,1,0.28059024,-0.012526512,-3.15972900390625,0.25
chr11:31440432-31440438,chr11,WGATAR_547,31440432,31440438,475,1,24,-49076,16,1.0,7.75,2.5,1.0,0.25,5.25,0.52,1.0,3.0,2.0,0.479529155,1.7893333333333337,0.0,1,0.10122174,0.014621496,-4.867919921875,0.25
chr11:31440507-31440513,chr11,WGATAR_546,31440507,31440513,400,2,24,-49151,69,1.0,6.5,2.5,1.0,0.75,5.25,1.04,1.0,2.75,2.25,0.403928948,3.083111111111111,0.0,1,0.5636064,0.010775328,-4.2073974609375,0.35
chr11:31440601-31440607,chr11,WGATAR_549,31440601,31440607,306,2,24,-49245,88,1.25,6.5,3.0,3.0,3.25,5.25,1.04,2.25,2.0,3.0,0.446805882,4.354,0.0,1,0.04129857,-0.004326582,-1.100982666015625,0.35
chr11:31440798-31440804,chr11,WGATAR_552,31440798,31440804,109,3,24,-49442,95,2.75,22.0,5.25,3.25,3.0,3.5,0.52,3.75,4.5,2.75,1.025808295,15.241162790697672,2.1195,4,0.6084677,0.07123494,-3.1590423583984375,0.5
chr11:31440899-31440905,chr11,WGATAR_551,31440899,31440905,8,1,24,-49543,20,2.5,34.0,6.25,3.0,4.25,4.0,0.52,5.0,6.75,2.75,0.643954142,13.655454545454544,0.0,4,0.7939,0.2874763,-1.48968505859375,0.5
chr11:31440925-31440931,chr11,WGATAR_550,31440925,31440931,18,4,24,-49569,20,2.5,32.5,5.75,3.5,5.0,4.75,0.52,6.5,7.5,3.25,0.190472447,3.6704210526315784,0.0,4,1.2033919,0.48387742,-1.296234130859375,0.25
chr11:31795765-31795771,chr11,WGATAR_554,31795765,31795771,10,4,24,-6265,12,2.0,15.25,1.25,2.5,1.25,3.75,0.0,1.5,1.5,1.0,0.999790799,3.1490666666666667,0.0,7,0.9945009,0.29021406,2.054595947265625,0.45
chr11:31795783-31795789,chr11,WGATAR_553,31795783,31795789,8,3,24,-6283,12,2.25,18.0,1.25,3.0,1.0,4.0,0.0,2.0,2.5,1.25,1.128967809,2.412111111111111,-0.473333,7,0.77088284,0.20201421,-1.89544677734375,0.4
chr11:31803980-31803986,chr11,WGATAR_556,31803980,31803986,50,2,24,-14480,34,4.25,39.5,5.25,4.25,4.0,3.5,1.56,5.5,2.0,1.0,0.280629959,3.4240952380952376,0.0,4,1.8746483,0.9361689,-0.178741455078125,0.7
chr11:31804020-31804026,chr11,WGATAR_555,31804020,31804026,10,4,24,-14520,34,4.25,39.5,5.25,4.25,4.0,3.5,2.08,5.5,2.0,1.0,0.3925049,3.088500000000001,-0.0385,4,0.8126755,0.7561095,1.688262939453125,0.3
chr11:32161438-32161444,chr11,WGATAR_562,32161438,32161444,134,4,24,-34802,106,2.0,23.25,8.0,8.25,0.5,0.25,0.52,1.25,2.75,4.25,0.539239049,6.667884615384616,0.0,13,0.114943504,-0.015438557,-0.6533203125,0.35
chr11:32161550-32161556,chr11,WGATAR_561,32161550,32161556,22,2,24,-34914,37,1.75,47.5,15.0,16.75,0.5,2.25,2.6,2.25,3.5,5.5,0.287417652,3.3673571428571436,0.0,16,-0.11929989,0.03771162,-1.8251953125,0.6
chr11:32161593-32161599,chr11,WGATAR_560,32161593,32161599,21,2,24,-34957,37,2.25,60.0,17.5,21.25,0.5,4.5,2.6,2.75,3.75,6.5,0.278307037,1.6864999999999999,0.0,16,0.24588728,0.46628594,-0.84320068359375,0.5
chr11:32161680-32161686,chr11,WGATAR_559,32161680,32161686,108,1,24,-35044,47,3.25,59.25,14.5,25.75,1.0,6.25,2.08,3.75,4.25,7.25,1.485860535,2.1575185185185184,0.1705,16,1.5462031,0.7001829,1.372802734375,0.5
chr11:32161733-32161739,chr11,WGATAR_558,32161733,32161739,161,2,24,-35097,47,2.5,48.75,13.5,21.75,1.5,4.25,2.08,3.25,4.5,5.75,1.11463699,2.747066666666667,0.0,16,0.55414724,0.3456745,2.9415130615234375,0.6
chr11:32161904-32161910,chr11,WGATAR_557,32161904,32161910,332,3,24,-35268,165,1.75,21.0,8.0,4.25,2.75,2.75,1.04,1.0,3.5,4.0,0.621574612,4.6241071428571425,0.0,13,0.7529085,0.08042812,0.792236328125,0.45
chr11:32404497-32404503,chr11,WGATAR_563,32404497,32404503,100,2,24,-39543,37485,5.5,22.0,7.0,7.25,2.75,4.0,1.04,8.25,5.25,11.5,0.760109692,1.827,-0.136833,16,0.024625063,0.0057206154,1.2335052490234375,0.45
chr11:32441988-32441994,chr11,WGATAR_564,32441988,32441994,884,1,24,-15071,423,4.5,9.25,5.0,3.25,3.75,2.25,0.0,5.5,3.5,1.25,0.340498944,0.19099999999999998,0.0,21,0.17714792,0.020149946,-0.84149169921875,0.4
chr11:32442417-32442423,chr11,WGATAR_566,32442417,32442423,455,2,24,-14642,104,7.5,46.5,9.5,4.75,2.75,4.75,5.72,16.5,8.0,11.0,1.301683194,4.445470588235294,0.0,20,0.24677956,0.0263865,0.701080322265625,0.5
chr11:32442527-32442533,chr11,WGATAR_568,32442527,32442533,345,1,24,-14532,104,9.75,117.5,12.5,8.75,7.75,7.25,10.4,26.5,16.25,22.25,-0.004766711,13.963636363636367,0.0,20,1.1077758,0.6129129,0.562591552734375,0.55
chr11:32442879-32442885,chr11,WGATAR_567,32442879,32442885,7,1,24,-14180,346,15.0,259.25,11.25,8.75,29.0,5.75,7.8,26.0,23.5,28.25,1.575761583,19.11888888888889,2.13,20,1.5794995,1.0616021,0.10223388671875,0.6
chr11:32443287-32443293,chr11,WGATAR_565,32443287,32443293,415,1,24,-13772,402,5.25,51.25,9.0,4.75,13.75,11.0,4.68,12.0,9.25,5.0,0.78922936,18.41894736842105,0.0,20,1.1614138,0.39844608,-0.86199951171875,0.4
chr11:32445757-32445763,chr11,WGATAR_569,32445757,32445763,13,3,24,-11302,2464,3.0,31.25,3.75,3.0,1.75,1.5,2.08,6.5,4.0,5.25,0.713318617,6.423909090909089,0.0,10,0.81957245,0.23623633,-0.61285400390625,0.4
chr11:32472079-32472085,chr11,WGATAR_572,32472079,32472085,1,3,24,-14970,286,6.75,27.25,8.25,11.75,6.25,3.0,15.08,6.5,7.25,5.25,1.056242843,8.084894736842106,0.786,20,1.1150116,1.4166667,-0.12371826171875,0.4
chr11:32472371-32472377,chr11,WGATAR_571,32472371,32472377,293,3,24,-15262,63,7.0,14.0,5.0,8.25,6.5,3.25,2.08,3.5,4.0,3.25,0.643700549,2.008272727272728,0.0,10,0.381225,0.31553364,-2.616790771484375,0.2
chr11:32472440-32472446,chr11,WGATAR_570,32472440,32472446,362,4,24,-15331,63,6.25,9.75,4.0,3.75,5.5,2.0,1.56,3.5,2.75,3.25,0.388808606,8.238666666666667,0.0,10,0.5741112,0.095071316,-4.919830322265625,0.3
chr11:47727430-47727436,chr11,WGATAR_577,47727430,47727436,7,3,10,-63272,16,6.5,30.25,9.75,2.75,0.75,3.25,0.52,4.0,4.0,5.0,0.671584227,9.052750000000001,0.0,16,0.57188296,0.4141097,-23.078857421875,0.45
chr11:47727452-47727458,chr11,WGATAR_576,47727452,47727458,15,3,10,-21641,2,6.5,30.25,9.75,2.75,0.75,3.25,0.52,4.0,4.0,5.0,0.31714001,6.758347826086957,0.0,16,0.41122174,0.12580585,-34.346954345703125,0.4
chr11:47727460-47727466,chr11,WGATAR_575,47727460,47727466,23,2,10,-63302,2,6.5,30.25,9.75,2.75,0.75,3.25,0.52,4.0,4.0,5.0,1.499553698,2.1563684210526315,0.0,16,0.58408594,0.27851105,7.6727294921875,0.55
chr11:47727582-47727588,chr11,WGATAR_574,47727582,47727588,145,2,10,-63424,54,5.75,16.75,5.25,4.25,2.75,6.0,0.0,3.5,5.75,4.25,0.412283744,5.029608695652172,0.0,4,0.11972332,-0.009269476,-0.651397705078125,0.3
chr11:47727642-47727648,chr11,WGATAR_573,47727642,47727648,205,2,10,-63484,54,4.0,11.25,4.5,3.25,2.5,6.0,0.52,3.0,4.5,3.75,0.141797031,10.65,0.0,4,0.057539463,-0.0086500645,-2.4461441040039062,0.35
chr11:47767153-47767159,chr11,WGATAR_578,47767153,47767159,130,5,10,-18610,39505,2.5,36.25,8.5,8.5,1.0,3.5,1.56,9.75,9.75,6.25,1.145075407,9.02923076923077,0.029,9,0.74613726,0.80007505,-22.881698608398438,0.4
chr11:47819180-47819186,chr11,WGATAR_579,47819180,47819186,259,2,10,-30186,270,3.5,13.75,4.0,3.0,2.0,3.25,1.04,3.0,1.25,3.5,0.522489426,7.858200000000001,0.0,1,0.24794877,0.034382105,-2.793304443359375,0.35
chr11:47819456-47819462,chr11,WGATAR_580,47819456,47819462,17,2,10,-30462,270,2.0,62.75,6.25,1.75,3.0,3.25,0.0,6.75,3.5,2.75,0.299387393,6.849058823529411,0.0,9,1.2845857,0.29035378,-2.709228515625,0.45
chr11:47877950-47877956,chr11,WGATAR_582,47877950,47877956,4,3,10,-7844,19,10.0,125.5,25.5,50.5,22.75,8.5,11.96,17.5,14.75,11.75,0.753096889,3.8163000000000005,0.0,16,0.31074905,0.28324032,2.9366722106933594,0.4
chr11:47877975-47877981,chr11,WGATAR_581,47877975,47877981,21,1,10,-7869,19,10.0,121.0,24.75,48.5,28.5,8.75,10.4,19.5,14.25,11.75,0.389600814,5.031437500000001,0.0,16,0.9142562,0.4010172,-8.0693359375,0.35
chr11:60604486-60604492,chr11,WGATAR_583,60604486,60604492,253,1,15,-5095,212,2.0,13.25,1.75,2.5,1.5,1.25,0.0,2.25,2.0,2.25,1.38516425,16.2,2.13483,4,1.2604537,0.13144898,-1.7333221435546875,0.65
chr11:60604704-60604710,chr11,WGATAR_585,60604704,60604710,35,1,15,-4877,37,2.75,43.5,4.5,3.5,0.75,3.0,1.04,4.25,3.0,5.25,0.778707198,1.6386153846153846,0.0,10,0.4434092,0.8045213,1.5989990234375,0.45
chr11:60604747-60604753,chr11,WGATAR_584,60604747,60604753,8,4,15,-4834,37,2.75,44.5,5.5,3.0,1.75,2.75,1.04,4.0,1.75,7.25,1.220374553,8.967437499999999,0.0,10,1.4041337,1.0432787,1.513702392578125,0.45
chr11:60612417-60612423,chr11,WGATAR_587,60612417,60612423,92,1,15,-1980,120,2.5,13.0,3.0,0.75,2.5,5.5,0.52,1.75,2.75,5.25,0.287248237,4.086666666666667,0.0,16,1.3611882,0.40083075,-4.2545318603515625,0.35
chr11:60612543-60612549,chr11,WGATAR_586,60612543,60612549,34,2,15,-2106,120,3.25,26.75,3.75,0.5,2.5,4.0,0.52,3.0,4.5,3.5,1.927294531,2.0395806451612906,0.0,16,1.5970734,0.6218567,-1.2849807739257812,0.55
chr11:60621517-60621523,chr11,WGATAR_588,60621517,60621523,317,1,15,-2964,314,5.0,11.0,5.25,2.25,4.0,2.75,0.52,2.25,3.0,1.75,0.604120564,2.0035454545454545,0.0,20,0.14386797,0.11323261,-3.614044189453125,0.35
chr11:60621837-60621843,chr11,WGATAR_589,60621837,60621843,3,3,15,-3284,314,9.5,42.0,7.25,5.25,15.0,9.75,5.2,5.75,10.5,5.75,0.748444862,21.05809523809524,0.0,16,1.6020951,1.1951625,2.09716796875,0.4
chr11:60631873-60631879,chr11,WGATAR_590,60631873,60631879,199,2,15,-3157,941,3.5,20.5,10.0,9.5,4.5,6.5,3.12,6.5,8.75,5.0,-0.216936793,0.0,0.0,16,1.0111173,0.31743383,-29.809814453125,0.55
chr11:60632820-60632826,chr11,WGATAR_592,60632820,60632826,17,3,15,-2210,37,6.5,16.25,4.75,4.25,3.0,7.5,2.6,2.75,3.25,3.0,0.654889454,2.631363636363636,0.0,4,0.25817323,0.20684242,-3.50390625,0.5
chr11:60632863-60632869,chr11,WGATAR_591,60632863,60632869,26,2,15,-2167,37,6.25,21.75,5.0,4.25,4.0,5.75,2.08,4.0,4.5,3.0,0.220425094,2.08415,0.0,4,1.7139904,0.73022795,0.719482421875,0.35
chr11:60658745-60658751,chr11,WGATAR_595,60658745,60658751,8,4,15,-15511,92,9.75,76.75,17.0,30.5,5.75,11.0,9.88,19.5,17.5,8.75,3.030694948,12.915866666666666,0.0,16,2.0495224,1.260216,-7.009307861328125,0.4
chr11:60658843-60658849,chr11,WGATAR_594,60658843,60658849,106,5,15,-15413,92,8.0,55.25,13.0,22.5,5.5,10.5,6.24,15.0,14.5,6.75,0.619573888,3.1126,0.0,16,0.093449116,-0.019283772,-0.9024658203125,0.5
chr11:60659147-60659153,chr11,WGATAR_593,60659147,60659153,410,1,15,-15109,298,6.25,14.0,8.0,3.75,5.5,6.25,1.04,7.0,6.5,3.0,0.645840418,2.0967941176470593,0.0,10,1.1610485,0.5234976,1.87530517578125,0.5
chr11:60673015-60673021,chr11,WGATAR_598,60673015,60673021,64,2,15,-1241,14,4.75,21.25,10.0,2.5,5.0,3.25,2.08,6.75,4.25,3.0,0.938229362,7.500363636363636,0.0,14,0.30298495,0.18898487,-1.06268310546875,0.25
chr11:60673035-60673041,chr11,WGATAR_597,60673035,60673041,44,4,15,-1221,14,5.75,23.0,10.25,2.75,5.75,2.5,1.56,6.75,6.0,3.75,0.503006865,7.090999999999999,0.0,14,-0.004703045,0.013709307,-2.437255859375,0.45
chr11:60673134-60673140,chr11,WGATAR_596,60673134,60673140,55,2,15,-1122,93,5.25,28.0,9.0,3.5,5.75,1.5,2.6,8.5,6.75,5.5,0.874739778,5.101583333333333,0.0,17,0.87784666,0.2762947,-0.506378173828125,0.6
chr11:60681051-60681057,chr11,WGATAR_599,60681051,60681057,444,3,15,-574,501,4.25,9.75,6.75,6.0,5.75,5.25,3.64,5.75,5.25,4.0,0.36143335,6.9455,0.0,21,0.09296024,0.19793439,-11.3743896484375,0.3
chr11:60681558-60681564,chr11,WGATAR_600,60681558,60681564,63,3,15,-35,501,9.0,128.5,13.75,5.5,13.5,9.5,13.52,17.25,15.0,7.5,1.055451245,8.59525,-0.5055,15,0.34837174,0.051713467,2.90264892578125,0.5
chr12:14923615-14923621,chr12,WGATAR_601,14923615,14923621,505,3,15,-2751,63369,6.25,11.5,10.0,6.0,13.5,7.0,9.88,44.25,8.0,6.0,0.524834044,6.341611111111111,-0.9195,15,0.9058141,0.3825984,3.5292205810546875,0.35
chr12:14986990-14986996,chr12,WGATAR_602,14986990,14986996,182,3,15,-7031,189,2.75,10.0,3.5,3.0,1.5,2.5,2.08,4.75,4.75,4.5,0.771507926,1.6266153846153844,-0.0865,4,0.13130176,0.0033855438,-1.9803085327148438,0.4
chr12:14987185-14987191,chr12,WGATAR_604,14987185,14987191,13,3,15,-6836,58,4.25,26.0,6.5,4.75,1.0,1.75,0.0,7.5,4.0,3.25,0.277299299,0.0,0.0,4,0.4773463,0.4586048,-1.130340576171875,0.45
chr12:14987249-14987255,chr12,WGATAR_603,14987249,14987255,77,2,15,-6772,58,4.25,23.25,6.5,5.0,1.5,1.75,0.0,6.75,4.0,3.25,-0.044328123,4.61725,0.0,4,0.14780629,0.008636475,-0.48443603515625,0.25
chr12:14988256-14988262,chr12,WGATAR_610,14988256,14988262,82,3,15,-5765,57,4.75,26.25,10.25,8.0,1.75,3.75,5.72,5.25,7.0,1.5,0.390345966,0.7488181818181818,0.0,20,0.4110043,0.12419367,-0.11444091796875,0.55
chr12:14988319-14988325,chr12,WGATAR_609,14988319,14988325,19,1,15,-5702,57,4.75,26.5,12.25,7.25,2.0,3.75,4.16,5.25,7.25,1.75,0.646613787,3.6195384615384616,0.0,20,0.8226123,0.42062092,1.59765625,0.4
chr12:14988407-14988413,chr12,WGATAR_608,14988407,14988413,69,2,15,-5614,82,3.0,20.0,10.5,7.25,3.5,4.0,2.6,3.5,5.75,2.75,0.702884796,1.8836666666666666,0.304167,16,0.3152846,0.085727215,0.16314697265625,0.2
chr12:14988864-14988870,chr12,WGATAR_607,14988864,14988870,434,2,15,-5157,160,2.5,9.75,9.0,3.25,3.25,3.0,2.6,2.0,4.25,2.5,0.138488547,1.53325,0.0,10,0.07601035,-0.010047197,-1.5831298828125,0.4
chr12:14989030-14989036,chr12,WGATAR_606,14989030,14989036,268,3,15,-4991,160,2.25,22.0,4.5,2.25,1.25,5.5,0.52,2.0,2.5,4.5,0.091501316,9.521799999999997,0.0,5,0.021588087,-0.0047228336,-4.2626953125,0.3
chr12:14989441-14989447,chr12,WGATAR_612,14989441,14989447,143,1,15,-4580,263,2.75,99.0,4.75,4.5,3.75,6.0,3.64,7.0,7.0,8.5,0.323256476,5.928,0.0,16,0.3075496,-0.013062477,-7.795654296875,0.3
chr12:14989710-14989716,chr12,WGATAR_611,14989710,14989716,412,2,15,-4311,69,3.0,20.0,4.75,1.5,3.5,5.75,1.04,3.25,4.0,4.75,1.064859268,3.7464230769230773,0.299833,10,0.014236391,0.015903234,0.369140625,0.45
chr12:14989785-14989791,chr12,WGATAR_605,14989785,14989791,487,3,15,-4236,69,2.5,12.25,3.0,1.5,4.0,3.0,0.52,2.0,4.25,4.5,0.065605168,3.057,0.0,2,0.16433638,-0.0043776035,0.9215965270996094,0.35
chr12:14996461-14996467,chr12,WGATAR_615,14996461,14996467,21,1,15,-2,24,8.0,288.0,54.5,100.25,9.5,6.0,18.2,29.0,25.75,22.75,0.614238326,12.4425,0.0,15,0.79628134,1.088964,1.181304931640625,0.5
